2025-04-04 15:16:27,295 - debugger - DEBUG - Noise classified as: other | Gunshot:   1.54% | Other:  98.46%
2025-04-04 15:16:29,300 - debugger - DEBUG - Noise classified as: other | Gunshot:   2.58% | Other:  97.42%
2025-04-04 15:16:31,290 - debugger - DEBUG - Noise classified as: other | Gunshot:   1.22% | Other:  98.78%
2025-04-04 15:16:33,288 - debugger - DEBUG - Noise classified as: other | Gunshot:   4.08% | Other:  95.92%
2025-04-04 15:16:37,286 - debugger - DEBUG - Noise classified as: other | Gunshot:   2.82% | Other:  97.18%
2025-04-04 15:16:39,291 - debugger - DEBUG - Noise classified as: other | Gunshot:   3.85% | Other:  96.15%
2025-04-04 15:16:43,319 - debugger - DEBUG - Noise classified as: other | Gunshot:   2.49% | Other:  97.51%
2025-04-04 15:16:47,296 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.06% | Other:  99.94%
2025-04-04 15:16:49,298 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.02% | Other:  99.98%
2025-04-04 15:16:51,292 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.00% | Other: 100.00%
2025-04-04 15:16:53,287 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.32% | Other:  99.68%
2025-04-04 15:16:57,288 - debugger - DEBUG - Noise classified as: other | Gunshot:   4.33% | Other:  95.67%
2025-04-04 15:17:07,302 - debugger - DEBUG - Noise classified as: other | Gunshot:   9.55% | Other:  90.45%
2025-04-04 15:17:09,288 - debugger - DEBUG - Noise classified as: other | Gunshot:   2.07% | Other:  97.93%
2025-04-04 15:17:11,292 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.76% | Other:  99.24%
2025-04-04 15:17:13,280 - debugger - DEBUG - Noise classified as: other | Gunshot:   4.21% | Other:  95.79%
2025-04-04 15:17:17,296 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.01% | Other:  99.99%
2025-04-04 15:17:19,290 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.14% | Other:  99.86%
2025-04-04 15:17:21,285 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.97% | Other:  99.03%
2025-04-04 15:17:23,295 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.05% | Other:  99.95%
2025-04-04 15:17:25,282 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.14% | Other:  99.86%
2025-04-04 15:17:27,293 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.01% | Other:  99.99%
2025-04-04 15:17:29,292 - debugger - DEBUG - Noise classified as: other | Gunshot:   4.40% | Other:  95.60%
2025-04-04 15:17:33,288 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.00% | Other: 100.00%
2025-04-04 15:17:35,286 - debugger - DEBUG - Noise classified as: other | Gunshot:   2.09% | Other:  97.91%
2025-04-04 15:17:37,281 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.21% | Other:  99.79%
2025-04-04 15:17:39,300 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.57% | Other:  99.43%
2025-04-04 15:17:41,283 - debugger - DEBUG - Noise classified as: other | Gunshot:   1.32% | Other:  98.68%
2025-04-04 15:17:43,295 - debugger - DEBUG - Noise classified as: other | Gunshot:   1.28% | Other:  98.72%
2025-04-04 15:17:45,291 - debugger - DEBUG - Noise classified as: other | Gunshot:   1.18% | Other:  98.82%
2025-04-04 15:17:47,286 - debugger - DEBUG - Noise classified as: other | Gunshot:   3.12% | Other:  96.88%
2025-04-04 15:17:49,283 - debugger - DEBUG - Noise classified as: other | Gunshot:   4.15% | Other:  95.85%
2025-04-04 15:17:51,309 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.00% | Other: 100.00%
2025-04-04 15:17:53,280 - debugger - DEBUG - Noise classified as: other | Gunshot:   2.80% | Other:  97.20%
2025-04-04 15:17:55,291 - debugger - DEBUG - Noise classified as: other | Gunshot:   1.39% | Other:  98.61%
2025-04-04 15:17:57,280 - debugger - DEBUG - Noise classified as: other | Gunshot:   3.04% | Other:  96.96%
2025-04-04 15:17:59,294 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.30% | Other:  99.70%
2025-04-04 15:18:01,294 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.41% | Other:  99.59%
2025-04-04 15:18:03,298 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.97% | Other:  99.03%
2025-04-04 15:18:05,277 - debugger - DEBUG - Noise classified as: other | Gunshot:   4.09% | Other:  95.91%
2025-04-04 15:18:11,315 - debugger - DEBUG - Noise classified as: other | Gunshot:   3.44% | Other:  96.56%
2025-04-04 15:18:13,292 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.01% | Other:  99.99%
2025-04-04 15:18:15,293 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.00% | Other: 100.00%
2025-04-04 15:18:17,289 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.01% | Other:  99.99%
2025-04-04 15:18:19,303 - debugger - DEBUG - Noise classified as: other | Gunshot:   1.52% | Other:  98.48%
2025-04-04 15:18:21,286 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.00% | Other: 100.00%
2025-04-04 15:18:25,289 - debugger - DEBUG - Noise classified as: other | Gunshot:   3.63% | Other:  96.37%
2025-04-04 15:18:27,291 - debugger - DEBUG - Noise classified as: other | Gunshot:   3.80% | Other:  96.20%
2025-04-04 15:18:29,288 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.75% | Other:  99.25%
2025-04-04 15:18:31,290 - debugger - DEBUG - Noise classified as: other | Gunshot:   2.74% | Other:  97.26%
2025-04-04 15:18:33,285 - debugger - DEBUG - Noise classified as: other | Gunshot:   1.13% | Other:  98.87%
2025-04-04 15:18:35,352 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.36% | Other:  99.64%
2025-04-04 15:18:41,307 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.02% | Other:  99.98%
2025-04-04 15:18:43,290 - debugger - DEBUG - Noise classified as: other | Gunshot:   2.82% | Other:  97.18%
2025-04-04 15:18:45,280 - debugger - DEBUG - Noise classified as: other | Gunshot:   3.22% | Other:  96.78%
